station_num, WBAN , YEARMO,   TEMP,  ,   DEWPOINT,  ,  SEA_LEVEL_PRESSURE  ,  ,  STATION_PRESSURE  ,  , VISI,  ,  WINDSPEE,  , MAXSPEE,  MAXGUST,   MAXTEMP  ,  MINTEMP  ,PRCP  ,SNOWDEPTH , FRSHTT,
numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric, numeric,
720472,99999, 20180702,   73.5,22,   66.1,22, 9999.9, 0, 9999.9, 0,  10.0,22,   4.0,22,   9.9,  15.9,   80.6,  68.0, 0.00,999.9, 000000,
720472,99999, 20180703,   77.8,13,   63.7,13, 9999.9, 0, 9999.9, 0,   9.5,13,   7.1,13,  14.0,  18.1,   82.4,  68.0, 0.00,999.9, 000000,
720472,99999, 20180704,   73.5,24,   58.9,24, 9999.9, 0, 9999.9, 0,  10.0,24,   2.5,24,   8.0, 999.9,   86.0,  60.8, 0.00,999.9, 000000,
720472,99999, 20180705,   76.3,24,   61.3,24, 9999.9, 0, 9999.9, 0,  10.0,24,   3.4,24,  11.1,  15.9,   87.8,  62.6, 0.00,999.9, 000000,
720472,99999, 20180706,   70.3,24,   61.6,24, 9999.9, 0, 9999.9, 0,   9.1,24,   8.3,24,  21.0,  28.0,   78.8,  53.6,99.99 ,999.9, 010010,
720472,99999, 20180707,   57.1,24,   40.2,24, 9999.9, 0, 9999.9, 0,  10.0,24,   7.5,24,  15.0,  22.9,   69.8,  44.6, 0.00,999.9, 000000,
720472,99999, 20180708,   63.2,24,   49.9,24, 9999.9, 0, 9999.9, 0,   9.4,24,   4.1,24,  12.0,  17.1,   77.0,  50.0, 0.00,999.9, 000000,
720472,99999, 20180709,   69.2,24,   52.8,24, 9999.9, 0, 9999.9, 0,  10.0,24,   5.4,24,   9.9,  15.0,   82.4,  55.4, 0.00,999.9, 000000,
720472,99999, 20180710,   69.4,24,   55.6,24, 9999.9, 0, 9999.9, 0,  10.0,24,   5.2,24,  14.0,  19.0,   80.6,  62.6,99.99 ,999.9, 010000,
720472,99999, 20180711,   62.8,24,   44.8,24, 9999.9, 0, 9999.9, 0,  10.0,24,   5.4,24,  12.0,  18.1,   71.6,  51.8, 0.00,999.9, 000000,
720472,99999, 20180712,   59.8,24,   47.2,24, 9999.9, 0, 9999.9, 0,  10.0,24,   2.9,24,   8.0, 999.9,   71.6,  46.4, 0.00,999.9, 000000,
720472,99999, 20180713,   64.0,24,   52.0,24, 9999.9, 0, 9999.9, 0,  10.0,24,   3.2,24,   8.9, 999.9,   75.2,  51.8, 0.00,999.9, 000000,
720472,99999, 20180714,   59.9,24,   49.9,24, 9999.9, 0, 9999.9, 0,  10.0,24,   3.2,24,   7.0, 999.9,   64.4,  51.8,99.99 ,999.9, 010000,
720472,99999, 20180715,   64.4,24,   57.7,24, 9999.9, 0, 9999.9, 0,   9.2,24,   1.7,24,   8.9,  14.0,   78.8,  55.4,99.99 ,999.9, 010010,
720472,99999, 20180716,   67.9,24,   56.0,24, 9999.9, 0, 9999.9, 0,   6.3,24,   1.5,24,   8.0, 999.9,   80.6,  57.2, 0.00,999.9, 100000,
720472,99999, 20180717,   67.6,24,   62.8,24, 9999.9, 0, 9999.9, 0,   8.9,24,   2.1,24,   8.0,  19.0,   75.2,  62.6,99.99 ,999.9, 010010,
